Year,County,Month,County Pop,County Pop ('000s),Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LTtotal_sum
2019,Alameda County,1,1668412,1668,50,0,1,19,30,195,23,48,124
2019,Alameda County,2,1668412,1668,49,1,2,19,27,187,34,47,106
2019,Alameda County,3,1668412,1668,52,1,1,20,30,153,20,23,110
2019,Alameda County,4,1668412,1668,60,0,3,15,42,174,41,34,99
2019,Alameda County,5,1668412,1668,62,0,1,23,38,180,31,38,111
2019,Alameda County,6,1668412,1668,53,1,1,19,32,168,28,43,97
2019,Alameda County,7,1668412,1668,51,0,2,14,35,184,25,41,118
2019,Alameda County,8,1668412,1668,54,0,5,17,32,197,35,40,122
2019,Alameda County,9,1668412,1668,43,0,3,12,28,175,27,35,113
2019,Alameda County,10,1668412,1668,46,1,3,19,23,209,37,57,115
2019,Alameda County,11,1668412,1668,43,1,4,10,28,150,23,33,94
2019,Alameda County,12,1668412,1668,70,0,1,23,46,197,30,52,115
2019,Alameda County,1,1668412,1668,8,0,0,4,4,172,17,22,133
2019,Alameda County,2,1668412,1668,13,0,1,9,3,217,26,45,146
2019,Alameda County,3,1668412,1668,12,0,0,8,4,233,18,34,181
2019,Alameda County,4,1668412,1668,19,0,-1,12,8,257,14,45,198
2019,Alameda County,5,1668412,1668,16,0,0,8,8,192,12,30,150
2019,Alameda County,6,1668412,1668,15,0,2,8,5,199,10,39,150
2019,Alameda County,7,1668412,1668,13,0,0,6,7,236,30,52,154
2019,Alameda County,8,1668412,1668,17,0,1,10,6,209,16,41,152
2019,Alameda County,9,1668412,1668,11,0,0,7,4,192,15,27,150
2019,Alameda County,10,1668412,1668,14,0,1,6,7,263,21,19,223
2019,Alameda County,11,1668412,1668,13,0,2,8,3,194,13,19,162
2019,Alameda County,12,1668412,1668,11,0,1,8,2,215,26,30,159
2019,Alameda County,1,1668412,1668,5,0,1,2,2,57,8,2,47
2019,Alameda County,2,1668412,1668,3,0,0,1,2,54,8,4,42
2019,Alameda County,3,1668412,1668,3,0,1,2,0,33,6,2,25
2019,Alameda County,4,1668412,1668,3,0,1,0,2,40,9,1,30
2019,Alameda County,5,1668412,1668,3,0,0,3,0,36,5,4,27
2019,Alameda County,6,1668412,1668,6,0,1,4,1,57,12,4,41
2019,Alameda County,7,1668412,1668,4,0,1,2,1,71,14,3,54
2019,Alameda County,8,1668412,1668,2,0,0,1,1,64,12,6,46
2019,Alameda County,9,1668412,1668,2,0,1,1,0,75,3,10,62
2019,Alameda County,10,1668412,1668,1,0,0,1,0,76,7,7,62
2019,Alameda County,11,1668412,1668,3,0,1,1,1,65,6,1,58
2019,Alameda County,12,1668412,1668,5,0,1,3,1,57,15,2,40
2019,Alameda County,1,1668412,1668,52,0,3,33,16,561,115,37,409
2019,Alameda County,2,1668412,1668,37,0,1,22,14,441,60,40,341
2019,Alameda County,3,1668412,1668,43,0,3,29,11,433,80,36,317
2019,Alameda County,4,1668412,1668,56,0,6,36,14,465,54,36,375
2019,Alameda County,5,1668412,1668,51,0,4,35,12,437,49,41,347
2019,Alameda County,6,1668412,1668,44,0,8,19,17,439,46,36,357
2019,Alameda County,7,1668412,1668,53,0,8,31,14,508,70,40,398
2019,Alameda County,8,1668412,1668,53,0,8,27,18,605,44,55,506
2019,Alameda County,9,1668412,1668,63,0,11,38,14,576,50,60,466
2019,Alameda County,10,1668412,1668,63,0,10,37,16,621,52,52,517
2019,Alameda County,11,1668412,1668,48,0,5,29,14,551,76,27,448
2019,Alameda County,12,1668412,1668,55,0,7,33,15,619,75,32,512
2019,Alameda County,1,1668412,1668,16,0,2,10,4,217,13,12,192
2019,Alameda County,2,1668412,1668,12,0,1,8,3,207,10,10,187
2019,Alameda County,3,1668412,1668,24,0,1,19,4,213,10,8,195
2019,Alameda County,4,1668412,1668,15,0,0,14,1,185,3,8,174
2019,Alameda County,5,1668412,1668,10,0,0,7,3,190,10,9,171
2019,Alameda County,6,1668412,1668,11,0,0,7,4,212,5,7,200
2019,Alameda County,7,1668412,1668,13,0,1,5,7,236,7,11,218
2019,Alameda County,8,1668412,1668,15,0,1,10,4,209,4,8,197
2019,Alameda County,9,1668412,1668,17,0,1,15,1,216,10,10,196
2019,Alameda County,10,1668412,1668,13,0,0,11,2,288,9,15,264
2019,Alameda County,11,1668412,1668,9,0,1,5,3,179,8,13,158
2019,Alameda County,12,1668412,1668,11,0,4,3,4,271,6,2,263
2019,Alameda County,1,1668412,1668,29,0,2,12,15,478,38,57,383
2019,Alameda County,2,1668412,1668,21,0,2,12,7,405,46,40,319
2019,Alameda County,3,1668412,1668,34,0,3,18,13,315,44,39,232
2019,Alameda County,4,1668412,1668,38,0,3,15,20,353,49,46,258
2019,Alameda County,5,1668412,1668,47,1,3,12,31,414,46,66,302
2019,Alameda County,6,1668412,1668,29,0,0,13,16,345,35,53,257
2019,Alameda County,7,1668412,1668,35,0,4,17,14,367,38,40,289
2019,Alameda County,8,1668412,1668,38,0,6,15,17,334,37,52,245
2019,Alameda County,9,1668412,1668,33,0,1,13,19,331,51,47,233
2019,Alameda County,10,1668412,1668,37,0,5,11,21,424,46,55,323
2019,Alameda County,11,1668412,1668,33,0,4,10,19,342,54,27,261
2019,Alameda County,12,1668412,1668,26,0,3,11,12,415,63,46,306
2019,Alameda County,1,1668412,1668,41,2,3,19,17,417,39,111,267
2019,Alameda County,2,1668412,1668,39,0,5,24,10,406,51,110,245
2019,Alameda County,3,1668412,1668,35,0,3,18,14,419,39,86,294
2019,Alameda County,4,1668412,1668,58,0,6,24,28,397,43,93,261
2019,Alameda County,5,1668412,1668,45,0,8,21,16,406,35,113,258
2019,Alameda County,6,1668412,1668,47,1,3,22,21,340,30,107,203
2019,Alameda County,7,1668412,1668,51,0,5,28,18,438,42,102,294
2019,Alameda County,8,1668412,1668,53,0,4,26,23,363,25,92,246
2019,Alameda County,9,1668412,1668,57,0,5,27,25,398,40,83,275
2019,Alameda County,10,1668412,1668,40,0,5,17,18,460,38,117,305
2019,Alameda County,11,1668412,1668,46,0,6,28,12,428,36,121,271
2019,Alameda County,12,1668412,1668,40,2,1,21,16,414,30,106,278
2019,Alameda County,1,1668412,1668,16,0,5,3,8,113,12,8,93
2019,Alameda County,2,1668412,1668,23,0,3,2,18,167,12,14,141
2019,Alameda County,3,1668412,1668,24,0,0,5,19,146,15,7,124
2019,Alameda County,4,1668412,1668,9,0,3,3,3,133,16,17,100
2019,Alameda County,5,1668412,1668,19,0,4,5,10,103,14,11,78
2019,Alameda County,6,1668412,1668,22,0,6,3,13,130,16,9,105
2019,Alameda County,7,1668412,1668,14,1,1,2,10,163,9,10,144
2019,Alameda County,8,1668412,1668,19,1,3,2,13,151,5,11,135
2019,Alameda County,9,1668412,1668,9,0,1,3,5,92,4,11,77
2019,Alameda County,10,1668412,1668,12,0,2,3,7,103,8,14,81
2019,Alameda County,11,1668412,1668,13,0,1,4,8,113,6,10,97
2019,Alameda County,12,1668412,1668,13,0,1,4,8,140,22,14,104
2019,Alameda County,1,1668412,1668,4,0,1,3,0,158,16,5,137
2019,Alameda County,2,1668412,1668,7,0,3,0,4,147,21,11,115
2019,Alameda County,3,1668412,1668,7,0,0,5,2,89,13,9,67
2019,Alameda County,4,1668412,1668,10,0,1,5,4,85,16,8,61
2019,Alameda County,5,1668412,1668,7,0,0,4,3,123,15,9,99
2019,Alameda County,6,1668412,1668,10,0,2,5,3,105,12,5,88
2019,Alameda County,7,1668412,1668,6,0,0,2,4,135,17,15,103
2019,Alameda County,8,1668412,1668,4,0,1,0,3,95,9,10,76
2019,Alameda County,9,1668412,1668,6,0,2,2,2,100,8,7,85
2019,Alameda County,10,1668412,1668,8,0,1,6,1,137,22,23,92
2019,Alameda County,11,1668412,1668,13,0,2,5,6,109,17,8,84
2019,Alameda County,12,1668412,1668,3,0,0,3,0,116,21,12,83
2019,Alameda County,1,1668412,1668,472,9,27,247,189,2208,249,468,1491
2019,Alameda County,2,1668412,1668,368,5,16,190,157,2096,195,362,1539
2019,Alameda County,3,1668412,1668,438,6,39,211,182,2102,186,437,1479
2019,Alameda County,4,1668412,1668,465,6,35,230,194,2097,220,424,1453
2019,Alameda County,5,1668412,1668,457,7,30,227,193,2228,199,447,1582
2019,Alameda County,6,1668412,1668,500,7,45,232,216,1322,168,374,780
2019,Alameda County,7,1668412,1668,453,7,23,241,182,2427,264,438,1725
2019,Alameda County,8,1668412,1668,477,3,36,273,165,2409,243,411,1755
2019,Alameda County,9,1668412,1668,516,9,32,275,200,2534,228,400,1906
2019,Alameda County,10,1668412,1668,491,5,27,270,189,2949,221,450,2278
2019,Alameda County,11,1668412,1668,428,5,27,204,192,2716,188,385,2143
2019,Alameda County,12,1668412,1668,455,9,35,259,152,2780,238,445,2097
2019,Alameda County,1,1668412,1668,1,0,0,1,0,18,3,5,10
2019,Alameda County,2,1668412,1668,1,0,0,0,1,11,3,0,8
2019,Alameda County,3,1668412,1668,2,0,0,1,1,14,5,2,7
2019,Alameda County,4,1668412,1668,0,0,0,0,0,17,1,4,12
2019,Alameda County,5,1668412,1668,3,0,0,0,3,20,3,1,16
2019,Alameda County,6,1668412,1668,2,0,1,0,1,15,1,0,14
2019,Alameda County,7,1668412,1668,0,0,0,0,0,22,5,0,17
2019,Alameda County,8,1668412,1668,2,0,0,2,0,33,6,0,27
2019,Alameda County,9,1668412,1668,0,0,0,0,0,10,2,2,6
2019,Alameda County,10,1668412,1668,1,0,1,0,0,28,5,1,22
2019,Alameda County,11,1668412,1668,1,0,1,0,0,17,6,2,9
2019,Alameda County,12,1668412,1668,1,0,0,1,0,22,6,2,14
2019,Alameda County,1,1668412,1668,17,0,1,11,5,142,16,4,122
2019,Alameda County,2,1668412,1668,7,0,1,3,3,136,12,3,121
2019,Alameda County,3,1668412,1668,6,0,0,3,3,137,9,9,119
2019,Alameda County,4,1668412,1668,10,0,2,5,3,120,19,3,98
2019,Alameda County,5,1668412,1668,9,0,1,3,5,128,10,10,108
2019,Alameda County,6,1668412,1668,10,0,1,5,4,108,13,6,89
2019,Alameda County,7,1668412,1668,5,0,1,2,2,159,11,12,136
2019,Alameda County,8,1668412,1668,9,0,2,5,2,145,10,15,120
2019,Alameda County,9,1668412,1668,14,0,2,5,7,127,15,13,99
2019,Alameda County,10,1668412,1668,9,0,-1,4,6,125,9,6,110
2019,Alameda County,11,1668412,1668,7,0,0,5,2,155,14,10,131
2019,Alameda County,12,1668412,1668,9,0,2,5,2,150,11,6,133
2019,Alameda County,1,1668412,1668,47,0,2,33,12,290,20,57,213
2019,Alameda County,2,1668412,1668,36,0,1,24,11,305,45,54,206
2019,Alameda County,3,1668412,1668,32,0,1,24,7,271,26,55,190
2019,Alameda County,4,1668412,1668,29,0,1,19,9,297,20,63,214
2019,Alameda County,5,1668412,1668,42,0,0,31,11,343,36,83,224
2019,Alameda County,6,1668412,1668,40,0,6,18,16,316,39,72,205
2019,Alameda County,7,1668412,1668,34,0,2,20,12,384,30,66,288
2019,Alameda County,8,1668412,1668,44,0,2,28,14,337,34,65,238
2019,Alameda County,9,1668412,1668,33,0,0,25,8,390,36,73,281
2019,Alameda County,10,1668412,1668,41,0,2,23,16,427,27,93,307
2019,Alameda County,11,1668412,1668,42,0,1,20,21,302,21,45,236
2019,Alameda County,12,1668412,1668,34,0,0,18,16,443,41,63,339
2019,Alameda County,1,1668412,1668,28,0,4,9,15,172,21,18,133
2019,Alameda County,2,1668412,1668,21,0,0,9,12,130,9,19,102
2019,Alameda County,3,1668412,1668,27,0,0,11,16,128,13,19,96
2019,Alameda County,4,1668412,1668,17,0,1,2,14,117,11,19,87
2019,Alameda County,5,1668412,1668,26,0,0,8,18,131,22,15,94
2019,Alameda County,6,1668412,1668,29,0,1,9,19,115,19,8,88
2019,Alameda County,7,1668412,1668,19,0,0,5,14,188,16,16,156
2019,Alameda County,8,1668412,1668,12,0,1,7,4,155,21,11,123
2019,Alameda County,9,1668412,1668,35,0,0,7,28,132,9,23,100
2019,Alameda County,10,1668412,1668,17,0,0,3,14,153,14,20,119
2019,Alameda County,11,1668412,1668,20,2,0,4,14,131,19,26,86
2019,Alameda County,12,1668412,1668,26,0,1,5,20,166,18,32,116
2019,Alameda County,1,1668412,1668,1,0,0,1,0,32,9,0,23
2019,Alameda County,2,1668412,1668,1,0,0,1,0,15,4,1,10
2019,Alameda County,3,1668412,1668,2,0,0,1,1,22,5,0,17
2019,Alameda County,4,1668412,1668,5,0,1,1,3,33,6,3,24
2019,Alameda County,5,1668412,1668,6,0,1,1,4,18,3,0,15
2019,Alameda County,6,1668412,1668,3,0,1,0,2,34,3,0,31
2019,Alameda County,7,1668412,1668,7,0,0,3,4,48,8,1,39
2019,Alameda County,8,1668412,1668,4,0,0,3,1,30,8,0,22
2019,Alameda County,9,1668412,1668,6,0,0,4,2,39,8,1,30
2019,Alameda County,10,1668412,1668,3,0,0,3,0,35,5,3,27
2019,Alameda County,11,1668412,1668,4,0,0,2,2,37,9,1,27
2019,Alameda County,12,1668412,1668,2,0,0,1,1,14,5,0,9
2019,Alameda County,1,1668412,1668,0,0,0,0,0,4,1,1,2
2019,Alameda County,2,1668412,1668,1,0,1,0,0,6,3,0,3
2019,Alameda County,3,1668412,1668,1,0,1,0,0,2,1,0,1
2019,Alameda County,4,1668412,1668,0,0,0,0,0,8,4,0,4
2019,Alameda County,5,1668412,1668,1,0,1,0,0,6,1,0,5
2019,Alameda County,6,1668412,1668,0,0,0,0,0,2,1,0,1
2019,Alameda County,7,1668412,1668,0,0,0,0,0,4,0,0,4
2019,Alameda County,8,1668412,1668,1,0,0,0,1,19,0,1,18
2019,Alameda County,9,1668412,1668,0,0,0,0,0,17,2,0,15
2019,Alameda County,10,1668412,1668,0,0,0,0,0,11,0,0,11
2019,Alameda County,11,1668412,1668,0,0,0,0,0,12,1,1,10
2019,Alameda County,12,1668412,1668,0,0,0,0,0,5,1,0,4
2019,Alameda County,1,1668412,1668,0,0,0,0,0,1,0,0,1
2019,Alameda County,2,1668412,1668,0,0,0,0,0,0,0,0,0
2019,Alameda County,3,1668412,1668,0,0,0,0,0,3,2,0,1
2019,Alameda County,4,1668412,1668,0,0,0,0,0,1,1,0,0
2019,Alameda County,5,1668412,1668,0,0,0,0,0,4,4,0,0
2019,Alameda County,6,1668412,1668,0,0,0,0,0,1,1,0,0
2019,Alameda County,7,1668412,1668,0,0,0,0,0,5,5,0,0
2019,Alameda County,8,1668412,1668,0,0,0,0,0,4,3,0,1
2019,Alameda County,9,1668412,1668,0,0,0,0,0,2,1,0,1
2019,Alameda County,10,1668412,1668,0,0,0,0,0,0,0,0,0
2019,Alameda County,11,1668412,1668,0,0,0,0,0,3,0,0,3
2019,Alameda County,12,1668412,1668,1,0,0,0,1,5,3,0,2
2019,Alameda County,1,1668412,1668,25,0,0,20,5,150,1,9,140
2019,Alameda County,2,1668412,1668,22,0,0,18,4,94,0,11,83
2019,Alameda County,3,1668412,1668,27,1,1,19,6,154,1,13,140
2019,Alameda County,4,1668412,1668,23,0,1,15,7,123,0,6,117
2019,Alameda County,5,1668412,1668,26,0,0,24,2,142,0,13,129
2019,Alameda County,6,1668412,1668,24,0,0,18,6,142,2,10,130
2019,Alameda County,7,1668412,1668,25,0,0,23,2,196,5,15,176
2019,Alameda County,8,1668412,1668,16,0,0,11,5,171,0,14,157
2019,Alameda County,9,1668412,1668,24,0,0,22,2,189,1,17,171
2019,Alameda County,10,1668412,1668,33,0,0,26,7,200,2,17,181
2019,Alameda County,11,1668412,1668,19,1,0,16,2,127,1,11,115
2019,Alameda County,12,1668412,1668,18,0,0,15,3,108,0,13,95
2019,Alameda County,1,1668412,1668,17,0,0,6,11,128,11,15,102
2019,Alameda County,2,1668412,1668,7,0,1,5,1,129,10,3,116
2019,Alameda County,3,1668412,1668,10,0,0,4,6,131,10,13,108
2019,Alameda County,4,1668412,1668,6,0,0,4,2,94,8,4,82
2019,Alameda County,5,1668412,1668,10,0,1,3,6,106,14,11,81
2019,Alameda County,6,1668412,1668,7,0,1,2,4,79,6,5,68
2019,Alameda County,7,1668412,1668,5,0,1,3,1,86,6,7,73
2019,Alameda County,8,1668412,1668,7,0,1,2,4,97,10,4,83
2019,Alameda County,9,1668412,1668,7,0,0,1,6,89,10,14,65
2019,Alameda County,10,1668412,1668,14,0,0,6,8,123,11,8,104
2019,Alameda County,11,1668412,1668,8,0,1,4,3,87,7,5,75
2019,Alameda County,12,1668412,1668,9,0,1,3,5,110,11,4,95
2019,Alameda County,1,1668412,1668,4,0,2,1,1,62,2,0,60
2019,Alameda County,2,1668412,1668,4,0,1,2,1,61,1,10,50
2019,Alameda County,3,1668412,1668,5,0,2,3,0,57,2,2,53
2019,Alameda County,4,1668412,1668,6,1,1,1,3,61,5,7,49
2019,Alameda County,5,1668412,1668,5,0,0,3,2,70,5,6,59
2019,Alameda County,6,1668412,1668,2,0,1,0,1,65,12,6,47
2019,Alameda County,7,1668412,1668,4,0,0,1,3,57,2,2,53
2019,Alameda County,8,1668412,1668,9,0,2,3,4,66,3,4,59
2019,Alameda County,9,1668412,1668,6,0,0,1,5,92,8,9,75
2019,Alameda County,10,1668412,1668,11,0,2,4,5,63,7,4,52
2019,Alameda County,11,1668412,1668,11,0,1,2,8,66,6,7,53
2019,Alameda County,12,1668412,1668,3,0,1,1,1,43,3,4,36
2019,Alameda County,1,1668412,1668,0,0,0,0,0,12,0,11,1
2019,Alameda County,2,1668412,1668,0,0,0,0,0,9,0,7,2
2019,Alameda County,3,1668412,1668,0,0,0,0,0,14,0,12,2
2019,Alameda County,4,1668412,1668,0,0,0,0,0,23,0,18,5
2019,Alameda County,5,1668412,1668,0,0,0,0,0,21,0,15,6
2019,Alameda County,6,1668412,1668,0,0,0,0,0,11,0,8,3
2019,Alameda County,7,1668412,1668,0,0,0,0,0,16,0,14,2
2019,Alameda County,8,1668412,1668,0,0,0,0,0,46,0,40,6
2019,Alameda County,9,1668412,1668,0,0,0,0,0,18,0,14,4
2019,Alameda County,10,1668412,1668,0,0,0,0,0,10,0,7,3
2019,Alameda County,11,1668412,1668,0,0,0,0,0,16,0,13,3
2019,Alameda County,12,1668412,1668,0,0,0,0,0,11,0,8,3
2019,Alpine County,1,1113,1,1,0,0,0,1,3,0,0,3
2019,Alpine County,2,1113,1,0,0,0,0,0,1,0,1,0
2019,Alpine County,3,1113,1,2,0,1,0,1,0,0,0,0
2019,Alpine County,4,1113,1,2,0,0,0,2,0,0,0,0
2019,Alpine County,5,1113,1,2,0,0,0,2,0,0,0,0
2019,Alpine County,6,1113,1,0,0,0,0,0,2,1,0,1
2019,Alpine County,7,1113,1,1,0,0,0,1,7,2,0,5
2019,Alpine County,8,1113,1,1,0,1,0,0,5,3,0,2
2019,Alpine County,9,1113,1,0,0,0,0,0,1,0,1,0
2019,Alpine County,10,1113,1,2,0,0,0,2,2,1,0,1
2019,Alpine County,11,1113,1,0,0,0,0,0,1,1,0,0
2019,Alpine County,12,1113,1,2,0,0,0,2,7,4,1,2
2019,Alpine County,1,1113,1,0,0,0,0,0,0,0,0,0
2019,Alpine County,2,1113,1,0,0,0,0,0,0,0,0,0
2019,Alpine County,3,1113,1,0,0,0,0,0,0,0,0,0
2019,Alpine County,4,1113,1,0,0,0,0,0,1,0,0,1
2019,Alpine County,5,1113,1,0,0,0,0,0,0,0,0,0
2019,Alpine County,6,1113,1,0,0,0,0,0,0,0,0,0
2019,Alpine County,7,1113,1,0,0,0,0,0,1,0,1,0
2019,Alpine County,8,1113,1,0,0,0,0,0,1,1,0,0
2019,Alpine County,9,1113,1,0,0,0,0,0,0,0,0,0
2019,Alpine County,10,1113,1,0,0,0,0,0,0,0,0,0
2019,Alpine County,11,1113,1,0,0,0,0,0,0,0,0,0
2019,Alpine County,12,1113,1,0,0,0,0,0,0,0,0,0
2019,Amador County,1,39693,40,2,0,0,0,2,39,13,0,26
2019,Amador County,2,39693,40,2,0,0,0,2,25,5,0,20
2019,Amador County,3,39693,40,6,0,0,1,5,34,8,0,26
2019,Amador County,4,39693,40,8,0,0,1,7,37,13,0,24
2019,Amador County,5,39693,40,10,1,2,0,7,31,17,0,14
2019,Amador County,6,39693,40,3,0,0,1,2,35,18,0,17
2019,Amador County,7,39693,40,9,0,2,0,7,32,4,2,26
2019,Amador County,8,39693,40,2,0,-1,1,2,32,13,0,19
2019,Amador County,9,39693,40,8,0,0,3,5,53,23,0,30
2019,Amador County,10,39693,40,6,0,0,0,6,52,19,0,33
2019,Amador County,11,39693,40,7,0,0,1,6,18,5,0,13
2019,Amador County,12,39693,40,3,0,0,0,3,28,8,0,20
2019,Amador County,1,39693,40,1,0,0,0,1,5,2,1,2
2019,Amador County,2,39693,40,0,0,0,0,0,3,0,0,3
2019,Amador County,3,39693,40,1,0,0,0,1,2,1,0,1
2019,Amador County,4,39693,40,2,0,0,0,2,2,0,0,2
2019,Amador County,5,39693,40,0,0,0,0,0,8,2,0,6
2019,Amador County,6,39693,40,0,0,0,0,0,6,1,0,5
2019,Amador County,7,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,8,39693,40,0,0,0,0,0,6,0,0,6
2019,Amador County,9,39693,40,1,0,0,0,1,5,2,0,3
2019,Amador County,10,39693,40,3,0,0,1,2,5,1,1,3
2019,Amador County,11,39693,40,3,0,1,0,2,4,0,0,4
2019,Amador County,12,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,1,39693,40,3,0,0,0,3,12,1,0,11
2019,Amador County,2,39693,40,2,0,0,0,2,11,0,0,11
2019,Amador County,3,39693,40,3,0,0,0,3,15,1,0,14
2019,Amador County,4,39693,40,3,0,0,0,3,9,0,0,9
2019,Amador County,5,39693,40,3,0,1,0,2,6,0,1,5
2019,Amador County,6,39693,40,1,0,0,0,1,12,2,3,7
2019,Amador County,7,39693,40,2,0,0,0,2,14,3,5,6
2019,Amador County,8,39693,40,1,0,1,0,0,10,0,0,10
2019,Amador County,9,39693,40,5,0,0,0,5,10,1,0,9
2019,Amador County,10,39693,40,2,0,0,0,2,7,5,0,2
2019,Amador County,11,39693,40,3,0,1,0,2,16,1,1,14
2019,Amador County,12,39693,40,2,0,0,0,2,11,1,1,9
2019,Amador County,1,39693,40,0,0,0,0,0,6,1,1,4
2019,Amador County,2,39693,40,1,0,1,0,0,1,0,0,1
2019,Amador County,3,39693,40,0,0,0,0,0,1,0,0,1
2019,Amador County,4,39693,40,0,0,0,0,0,2,0,0,2
2019,Amador County,5,39693,40,0,0,0,0,0,2,0,0,2
2019,Amador County,6,39693,40,1,0,0,0,1,7,2,1,4
2019,Amador County,7,39693,40,1,0,0,0,1,6,1,1,4
2019,Amador County,8,39693,40,0,0,0,0,0,4,0,1,3
2019,Amador County,9,39693,40,0,0,0,0,0,7,1,1,5
2019,Amador County,10,39693,40,0,0,0,0,0,3,1,1,1
2019,Amador County,11,39693,40,0,0,0,0,0,3,1,0,2
2019,Amador County,12,39693,40,0,0,0,0,0,2,1,0,1
2019,Amador County,1,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,2,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,3,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,4,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,5,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,6,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,7,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,8,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,9,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,10,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,11,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,12,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,1,39693,40,0,0,0,0,0,2,0,0,2
2019,Amador County,2,39693,40,0,0,0,0,0,3,0,3,0
2019,Amador County,3,39693,40,0,0,0,0,0,4,0,2,2
2019,Amador County,4,39693,40,0,0,0,0,0,1,0,1,0
2019,Amador County,5,39693,40,0,0,0,0,0,4,0,2,2
2019,Amador County,6,39693,40,0,0,0,0,0,3,0,2,1
2019,Amador County,7,39693,40,0,0,0,0,0,3,0,2,1
2019,Amador County,8,39693,40,0,0,0,0,0,3,0,2,1
2019,Amador County,9,39693,40,0,0,0,0,0,0,0,0,0
2019,Amador County,10,39693,40,0,0,0,0,0,3,0,1,2
2019,Amador County,11,39693,40,0,0,0,0,0,2,0,0,2
2019,Amador County,12,39693,40,0,0,0,0,0,3,0,1,2
2019,Butte County,1,218726,219,21,0,1,6,14,93,33,1,59
2019,Butte County,2,218726,219,25,0,3,4,18,122,47,0,75
2019,Butte County,3,218726,219,30,1,1,2,26,106,40,8,58
2019,Butte County,4,218726,219,30,0,6,2,22,129,52,3,74
2019,Butte County,5,218726,219,27,2,1,2,22,119,45,4,70
2019,Butte County,6,218726,219,23,0,2,1,20,107,49,1,57
2019,Butte County,7,218726,219,29,0,0,3,26,121,53,1,67
2019,Butte County,8,218726,219,28,1,6,0,21,89,48,5,36
2019,Butte County,9,218726,219,17,0,4,1,12,104,41,4,59
2019,Butte County,10,218726,219,19,0,1,4,14,90,37,5,48
2019,Butte County,11,218726,219,18,0,4,3,11,97,28,6,63
2019,Butte County,12,218726,219,16,1,3,0,12,113,51,4,58
2019,Butte County,1,218726,219,0,0,0,0,0,0,0,0,0
2019,Butte County,2,218726,219,1,0,0,0,1,0,0,0,0
2019,Butte County,3,218726,219,0,0,0,0,0,1,0,0,1
2019,Butte County,4,218726,219,0,0,0,0,0,2,0,1,1
2019,Butte County,5,218726,219,1,0,0,0,1,0,0,0,0
2019,Butte County,6,218726,219,0,0,0,0,0,0,0,0,0
2019,Butte County,7,218726,219,0,0,0,0,0,3,1,0,2
2019,Butte County,8,218726,219,0,0,0,0,0,2,0,0,2
2019,Butte County,9,218726,219,1,0,1,0,0,4,0,0,4
2019,Butte County,10,218726,219,0,0,0,0,0,1,1,0,0
2019,Butte County,11,218726,219,0,0,0,0,0,2,0,2,0
2019,Butte County,12,218726,219,0,0,0,0,0,2,1,1,0
2019,Butte County,1,218726,219,49,0,7,8,34,193,29,30,134
2019,Butte County,2,218726,219,59,0,12,14,33,210,28,28,154
2019,Butte County,3,218726,219,45,0,5,12,28,194,25,31,138
2019,Butte County,4,218726,219,45,0,8,7,30,231,19,53,159
2019,Butte County,5,218726,219,60,0,12,10,38,170,12,30,128
2019,Butte County,6,218726,219,40,0,9,7,24,179,18,29,132
2019,Butte County,7,218726,219,40,0,3,7,30,242,34,47,161
2019,Butte County,8,218726,219,39,0,10,11,18,242,25,38,179
2019,Butte County,9,218726,219,53,0,14,7,32,233,23,30,180
2019,Butte County,10,218726,219,44,0,6,10,28,192,14,23,155
2019,Butte County,11,218726,219,39,0,9,3,27,146,16,21,109
2019,Butte County,12,218726,219,44,0,5,8,31,174,29,21,124
2019,Butte County,1,218726,219,3,0,0,0,3,17,6,1,10
2019,Butte County,2,218726,219,1,0,0,0,1,13,3,0,10
2019,Butte County,3,218726,219,4,0,2,1,1,18,5,4,9
2019,Butte County,4,218726,219,3,0,2,1,0,26,3,2,21
2019,Butte County,5,218726,219,2,0,1,0,1,22,2,3,17
2019,Butte County,6,218726,219,1,0,0,0,1,16,2,1,13
2019,Butte County,7,218726,219,2,0,0,0,2,15,3,0,12
2019,Butte County,8,218726,219,4,0,3,0,1,16,8,2,6
2019,Butte County,9,218726,219,2,0,2,0,0,19,4,2,13
2019,Butte County,10,218726,219,3,0,2,0,1,7,3,1,3
2019,Butte County,11,218726,219,1,0,1,0,0,16,6,1,9
2019,Butte County,12,218726,219,3,0,2,1,0,20,2,5,13
